bits,workers,repetition,space_size,candidate,key_hex,ciphertext_hex,tested,seconds,keys_per_second,worker_tested
16,1,1,65536,65535,133457799BBFFEFE,2D7541213B8062E4,65536,35.57576079998398,1842.1531550220427,[65536]
16,2,1,65536,65535,133457799BBFFEFE,2D7541213B8062E4,65536,24.172012399998493,2711.2347501527875,"[32768, 32768]"
16,4,1,65536,65535,133457799BBFFEFE,2D7541213B8062E4,65280,21.967240000027232,2971.697855530284,"[16384, 16320, 16192, 16384]"
16,1,2,65536,65535,133457799BBFFEFE,2D7541213B8062E4,65536,34.2420315000345,1913.9051373144719,[65536]
16,2,2,65536,65535,133457799BBFFEFE,2D7541213B8062E4,65536,24.49638829997275,2675.333163300359,"[32768, 32768]"
16,4,2,65536,65535,133457799BBFFEFE,2D7541213B8062E4,65344,22.009781299973838,2968.8618487125846,"[16384, 16256, 16320, 16384]"
16,1,3,65536,65535,133457799BBFFEFE,2D7541213B8062E4,65536,38.37020569999004,1707.9918860069342,[65536]
16,2,3,65536,65535,133457799BBFFEFE,2D7541213B8062E4,65536,25.505119899986312,2569.5233057906607,"[32768, 32768]"
16,4,3,65536,65535,133457799BBFFEFE,2D7541213B8062E4,65536,22.039568299951497,2973.56096580822,"[16384, 16384, 16384, 16384]"
