bits,workers,repetitions,mean_seconds,stdev_seconds,mean_tested,keys_per_second,speedup,efficiency
16,1,3,36.06266600000284,2.106718553022375,65536,1817.2810629140629,1.0,1.0
16,2,3,24.72450686665252,0.6952139684866571,65536,2650.6494286602933,1.458579788648598,0.729289894324299
16,4,3,22.005529866650857,0.03635109016877558,65386.666666666664,2971.3743346739157,1.6388001660735025,0.40970004151837563
