bits,workers,repetitions,mean_seconds,stdev_seconds,mean_tested,keys_per_second,speedup,efficiency
16,1,3,38.50844016166684,0.46499969988902506,65536,1701.8606758639291,1.0,1.0
16,2,3,22.360728919666446,0.8812374457675018,65365.333333333336,2923.220149404163,1.7221460132186635,0.8610730066093317
16,4,3,12.352305746666389,0.3182408923538485,65216,5279.662059660427,3.117510281192595,0.7793775702981488
